Rep	Year	RepSeason	PatchID	Ncells	Species	NInd	Nfemales_stage1	Nmales_stage1	Nfemales_stage2	Nmales_stage2	NJuvFemales	NJuvMales
20	70	0	12	191	0	13	0	0	5	8	0	0
20	70	0	9	1012	0	23	0	0	14	9	0	0
20	70	0	7	407	0	18	0	0	10	8	0	0
20	70	0	11	406	0	10	0	1	5	4	0	0
20	70	0	8	801	0	20	0	0	13	7	0	0
20	70	0	10	276	0	12	0	0	4	8	0	0
21	0	0	0	0	0	0	0	0	0	0	0	0
21	0	0	1	671	0	2	0	0	1	1	1	1
21	10	0	0	0	0	0	0	0	0	0	0	0
21	10	0	1	671	0	0	0	0	0	0	0	0
21	10	0	2	960	0	7	4	1	2	0	0	0
21	20	0	0	0	0	0	0	0	0	0	0	0
21	20	0	1	671	0	0	0	0	0	0	0	0
21	20	0	2	960	0	0	0	0	0	0	0	0
21	20	0	4	293	0	0	0	0	0	0	0	0
21	20	0	5	769	0	9	3	3	1	2	1	0
21	20	0	9	1012	0	3	0	1	0	2	0	0
21	20	0	11	406	0	6	0	2	2	2	3	1
21	20	0	8	801	0	9	2	1	2	4	0	0
21	20	0	10	276	0	1	0	0	0	1	0	0
21	30	0	0	0	0	0	0	0	0	0	0	0
21	30	0	1	671	0	9	1	2	4	2	4	0
21	30	0	2	960	0	1	0	1	0	0	0	0
21	30	0	4	293	0	6	0	0	1	5	0	0
21	30	0	5	769	0	11	3	2	3	3	3	0
21	30	0	3	325	0	1	0	0	0	1	0	0
21	30	0	6	415	0	0	0	0	0	0	0	0
21	30	0	9	1012	0	23	1	3	10	9	0	0
21	30	0	7	407	0	3	0	0	2	1	0	0
21	30	0	11	406	0	6	1	0	2	3	0	0
21	30	0	8	801	0	17	0	0	7	10	0	0
21	30	0	10	276	0	4	0	1	2	1	0	0
21	40	0	0	0	0	0	0	0	0	0	0	0
21	40	0	1	671	0	13	1	0	9	3	5	3
21	40	0	2	960	0	7	0	3	2	2	0	1
21	40	0	4	293	0	19	0	0	5	14	0	0
21	40	0	5	769	0	13	0	2	5	6	2	5
21	40	0	3	325	0	1	0	0	0	1	0	0
21	40	0	6	415	0	3	0	0	0	3	0	0
21	40	0	12	191	0	2	0	0	1	1	1	1
21	40	0	9	1012	0	15	0	1	6	8	0	1
21	40	0	7	407	0	4	0	0	3	1	0	0
21	40	0	11	406	0	8	1	1	3	3	0	1
21	40	0	8	801	0	18	0	1	8	9	0	0
21	40	0	10	276	0	9	0	0	4	5	0	0
21	50	0	0	0	0	0	0	0	0	0	0	0
21	50	0	1	671	0	11	2	0	3	6	2	2
21	50	0	2	960	0	13	2	3	4	4	1	4
21	50	0	4	293	0	22	0	0	5	17	0	0
21	50	0	5	769	0	13	1	3	2	7	2	1
21	50	0	3	325	0	8	2	0	1	5	0	0
21	50	0	6	415	0	7	0	0	1	6	0	0
21	50	0	12	191	0	1	0	0	1	0	0	0
21	50	0	9	1012	0	25	0	1	11	13	0	0
21	50	0	7	407	0	2	0	0	1	1	0	0
21	50	0	11	406	0	10	1	1	4	4	0	0
21	50	0	8	801	0	17	1	0	9	7	0	0
21	50	0	10	276	0	10	0	0	4	6	0	0
21	60	0	0	0	0	0	0	0	0	0	0	0
21	60	0	1	671	0	7	0	1	2	4	2	2
21	60	0	2	960	0	16	1	2	9	4	4	4
21	60	0	4	293	0	17	0	0	5	12	0	0
21	60	0	5	769	0	10	1	0	5	4	3	2
21	60	0	3	325	0	6	0	0	1	5	0	0
21	60	0	6	415	0	11	0	0	4	7	0	0
21	60	0	12	191	0	4	2	0	1	1	0	0
21	60	0	9	1012	0	26	1	1	12	12	1	0
21	60	0	7	407	0	3	0	0	1	2	0	0
21	60	0	11	406	0	11	0	1	6	4	2	0
21	60	0	8	801	0	17	0	0	8	9	0	0
21	60	0	10	276	0	8	0	0	3	5	0	0
21	70	0	0	0	0	0	0	0	0	0	0	0
21	70	0	1	671	0	16	3	0	7	6	0	0
21	70	0	2	960	0	10	3	0	4	3	0	0
21	70	0	4	293	0	21	0	0	6	15	0	0
21	70	0	5	769	0	19	5	1	7	6	0	0
21	70	0	3	325	0	8	0	0	3	5	0	0
21	70	0	6	415	0	10	0	1	3	6	0	0
21	70	0	12	191	0	4	0	1	2	1	0	0
21	70	0	9	1012	0	20	0	0	9	11	0	0
21	70	0	7	407	0	6	0	1	3	2	0	0
21	70	0	11	406	0	14	0	0	7	7	0	0
21	70	0	8	801	0	17	0	0	7	10	0	0
21	70	0	10	276	0	13	0	0	3	10	0	0
22	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	1	671	0	2	0	0	1	1	1	2
22	10	0	0	0	0	0	0	0	0	0	0	0
22	10	0	1	671	0	0	0	0	0	0	0	0
22	10	0	2	960	0	5	2	2	1	0	0	0
22	10	0	9	1012	0	1	0	0	0	1	0	0
22	20	0	0	0	0	0	0	0	0	0	0	0
22	20	0	1	671	0	0	0	0	0	0	0	0
22	20	0	2	960	0	10	1	2	3	4	1	2
22	20	0	4	293	0	4	0	0	1	3	0	0
22	20	0	5	769	0	11	3	5	2	1	0	2
22	20	0	3	325	0	1	0	0	1	0	0	0
22	20	0	9	1012	0	6	0	1	4	1	5	3
22	20	0	8	801	0	4	1	0	1	2	0	0
22	20	0	10	276	0	2	0	0	0	2	0	0
22	30	0	0	0	0	0	0	0	0	0	0	0
22	30	0	1	671	0	2	0	0	0	2	0	0
22	30	0	2	960	0	12	2	2	2	6	0	3
22	30	0	4	293	0	11	2	0	5	4	0	0
22	30	0	5	769	0	16	2	2	9	3	5	6
22	30	0	3	325	0	7	0	0	3	4	0	0
22	30	0	6	415	0	4	0	1	1	2	0	0
22	30	0	12	191	0	2	0	0	0	2	0	0
22	30	0	9	1012	0	22	1	4	8	9	0	0
22	30	0	7	407	0	6	0	1	1	4	0	0
22	30	0	11	406	0	4	0	1	1	2	1	0
22	30	0	8	801	0	14	0	1	3	10	0	0
22	30	0	10	276	0	9	0	0	4	5	0	0
22	40	0	0	0	0	0	0	0	0	0	0	0
22	40	0	1	671	0	8	1	0	3	4	1	1
22	40	0	2	960	0	16	3	3	5	5	2	2
22	40	0	4	293	0	19	0	0	9	10	0	0
22	40	0	5	769	0	17	6	2	6	3	2	2
22	40	0	3	325	0	11	0	0	5	6	0	0
22	40	0	6	415	0	12	0	0	6	6	0	0
22	40	0	12	191	0	6	0	0	2	4	0	0
22	40	0	9	1012	0	22	0	2	11	9	0	0
22	40	0	7	407	0	10	0	0	1	9	0	0
22	40	0	11	406	0	7	0	0	3	4	0	1
22	40	0	8	801	0	17	0	1	4	12	0	0
22	40	0	10	276	0	17	0	0	5	12	0	0
22	50	0	0	0	0	0	0	0	0	0	0	0
22	50	0	1	671	0	14	1	0	4	9	2	0
22	50	0	2	960	0	18	5	1	6	6	2	3
22	50	0	4	293	0	20	1	0	10	9	0	0
22	50	0	5	769	0	22	4	3	12	3	2	1
22	50	0	3	325	0	10	0	0	3	7	0	0
22	50	0	6	415	0	13	0	0	6	7	0	0
22	50	0	12	191	0	6	0	0	1	5	0	0
22	50	0	9	1012	0	17	0	1	8	8	0	2
22	50	0	7	407	0	15	0	0	4	11	0	0
22	50	0	11	406	0	10	0	1	3	6	0	0
22	50	0	8	801	0	25	0	0	14	11	0	0
22	50	0	10	276	0	16	0	0	4	12	0	0
22	60	0	0	0	0	0	0	0	0	0	0	0
22	60	0	1	671	0	10	0	2	4	4	2	1
22	60	0	2	960	0	10	0	2	2	6	3	1
22	60	0	4	293	0	26	0	0	15	11	0	0
22	60	0	5	769	0	21	4	0	11	6	3	2
22	60	0	3	325	0	11	0	0	5	6	0	0
22	60	0	6	415	0	9	1	0	5	3	0	0
22	60	0	12	191	0	8	1	0	2	5	0	0
22	60	0	9	1012	0	25	0	1	13	11	0	1
22	60	0	7	407	0	12	0	0	7	5	0	0
22	60	0	11	406	0	8	0	0	3	5	2	0
22	60	0	8	801	0	22	0	0	12	10	0	0
22	60	0	10	276	0	14	0	0	6	8	0	0
22	70	0	0	0	0	0	0	0	0	0	0	0
22	70	0	1	671	0	15	3	2	6	4	0	0
22	70	0	2	960	0	11	0	1	5	5	0	0
22	70	0	4	293	0	21	0	0	13	8	0	0
22	70	0	5	769	0	22	5	2	9	6	0	0
22	70	0	3	325	0	8	0	0	2	6	0	0
22	70	0	6	415	0	6	0	0	4	2	0	0
22	70	0	12	191	0	7	2	0	2	3	0	0
22	70	0	9	1012	0	28	0	0	13	15	0	0
22	70	0	7	407	0	13	0	0	9	4	0	0
22	70	0	11	406	0	11	0	0	6	5	0	0
22	70	0	8	801	0	22	0	0	15	7	0	0
22	70	0	10	276	0	14	0	0	4	10	0	0
23	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	1	671	0	2	0	0	1	1	0	3
24	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	1	671	0	2	0	0	1	1	2	0
24	10	0	0	0	0	0	0	0	0	0	0	0
24	10	0	1	671	0	0	0	0	0	0	0	0
24	10	0	2	960	0	2	1	0	1	0	0	0
24	10	0	11	406	0	1	0	0	1	0	0	0
25	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	1	671	0	2	0	0	1	1	1	2
25	10	0	0	0	0	0	0	0	0	0	0	0
25	10	0	1	671	0	0	0	0	0	0	0	0
25	10	0	2	960	0	3	1	1	1	0	0	0
25	10	0	12	191	0	1	0	0	0	1	0	0
25	10	0	8	801	0	0	0	0	0	0	0	0
25	20	0	0	0	0	0	0	0	0	0	0	0
25	20	0	1	671	0	0	0	0	0	0	0	0
25	20	0	2	960	0	0	0	0	0	0	0	0
25	20	0	5	769	0	1	0	0	0	1	0	0
25	20	0	12	191	0	1	0	0	0	1	0	0
25	20	0	8	801	0	0	0	0	0	0	0	0
25	30	0	0	0	0	0	0	0	0	0	0	0
25	30	0	1	671	0	0	0	0	0	0	0	0
25	30	0	2	960	0	0	0	0	0	0	0	0
25	30	0	5	769	0	1	0	0	0	1	0	0
25	30	0	12	191	0	0	0	0	0	0	0	0
25	30	0	8	801	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	1	671	0	2	0	0	1	1	2	1
27	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	1	671	0	2	0	0	1	1	3	5
27	10	0	0	0	0	0	0	0	0	0	0	0
27	10	0	1	671	0	0	0	0	0	0	0	0
27	10	0	2	960	0	5	4	0	0	1	0	0
27	10	0	5	769	0	0	0	0	0	0	0	0
27	10	0	10	276	0	3	0	0	1	2	0	0
27	20	0	0	0	0	0	0	0	0	0	0	0
27	20	0	1	671	0	0	0	0	0	0	0	0
27	20	0	2	960	0	0	0	0	0	0	0	0
27	20	0	5	769	0	0	0	0	0	0	0	0
27	20	0	10	276	0	6	0	0	3	3	0	0
27	30	0	0	0	0	0	0	0	0	0	0	0
27	30	0	1	671	0	0	0	0	0	0	0	0
27	30	0	2	960	0	0	0	0	0	0	0	0
27	30	0	5	769	0	0	0	0	0	0	0	0
27	30	0	10	276	0	4	0	0	3	1	0	0
27	40	0	0	0	0	0	0	0	0	0	0	0
27	40	0	1	671	0	0	0	0	0	0	0	0
27	40	0	2	960	0	0	0	0	0	0	0	0
27	40	0	5	769	0	0	0	0	0	0	0	0
27	40	0	10	276	0	2	0	0	2	0	0	0
27	50	0	0	0	0	0	0	0	0	0	0	0
27	50	0	1	671	0	0	0	0	0	0	0	0
27	50	0	2	960	0	0	0	0	0	0	0	0
27	50	0	5	769	0	0	0	0	0	0	0	0
27	50	0	10	276	0	2	0	0	2	0	0	0
27	60	0	0	0	0	0	0	0	0	0	0	0
27	60	0	1	671	0	0	0	0	0	0	0	0
27	60	0	2	960	0	0	0	0	0	0	0	0
27	60	0	5	769	0	0	0	0	0	0	0	0
27	60	0	10	276	0	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	1	671	0	2	0	0	1	1	3	2
28	10	0	0	0	0	0	0	0	0	0	0	0
28	10	0	1	671	0	8	4	0	2	2	1	0
28	10	0	2	960	0	7	2	4	1	0	0	0
28	10	0	5	769	0	1	0	0	1	0	0	0
28	10	0	9	1012	0	7	2	2	2	1	0	0
28	10	0	11	406	0	3	0	0	0	3	0	0
28	10	0	8	801	0	10	1	1	5	3	1	1
28	10	0	10	276	0	1	0	1	0	0	0	0
28	20	0	0	0	0	0	0	0	0	0	0	0
28	20	0	1	671	0	11	2	2	5	2	1	2
28	20	0	2	960	0	0	0	0	0	0	0	0
28	20	0	4	293	0	3	0	0	1	2	1	0
28	20	0	5	769	0	10	2	2	4	2	1	1
28	20	0	3	325	0	1	0	0	0	1	0	0
28	20	0	6	415	0	0	0	0	0	0	0	0
28	20	0	12	191	0	4	1	0	2	1	0	0
28	20	0	9	1012	0	24	1	0	12	11	0	0
28	20	0	7	407	0	3	0	0	1	2	0	0
28	20	0	11	406	0	7	0	1	1	5	0	2
28	20	0	8	801	0	9	1	0	4	4	0	0
28	20	0	10	276	0	5	0	0	1	4	0	0
28	30	0	0	0	0	0	0	0	0	0	0	0
28	30	0	1	671	0	16	1	1	7	7	3	0
28	30	0	2	960	0	1	0	0	0	1	0	0
28	30	0	4	293	0	11	0	0	5	6	0	0
28	30	0	5	769	0	15	2	3	8	2	4	3
28	30	0	3	325	0	4	0	1	1	2	0	1
28	30	0	6	415	0	3	0	0	1	2	0	0
28	30	0	12	191	0	5	0	0	3	2	0	0
28	30	0	9	1012	0	21	1	1	8	11	0	2
28	30	0	7	407	0	3	0	0	2	1	0	0
28	30	0	11	406	0	14	0	0	4	10	1	0
28	30	0	8	801	0	13	0	0	6	7	0	0
28	30	0	10	276	0	6	0	0	1	5	0	0
28	40	0	0	0	0	0	0	0	0	0	0	0
28	40	0	1	671	0	12	2	0	6	4	1	0
28	40	0	2	960	0	10	2	0	2	6	2	2
28	40	0	4	293	0	19	0	0	7	12	0	0
28	40	0	5	769	0	19	7	4	6	2	1	0
28	40	0	3	325	0	1	0	0	0	1	0	0
28	40	0	6	415	0	6	0	0	2	4	0	0
28	40	0	12	191	0	6	0	0	3	3	0	1
28	40	0	9	1012	0	23	2	0	13	8	1	0
28	40	0	7	407	0	8	0	0	4	4	0	0
28	40	0	11	406	0	11	0	0	4	7	1	0
28	40	0	8	801	0	16	0	0	8	8	0	1
28	40	0	10	276	0	11	0	1	3	7	0	0
28	50	0	0	0	0	0	0	0	0	0	0	0
28	50	0	1	671	0	12	2	0	4	6	2	1
28	50	0	2	960	0	17	0	1	8	8	7	2
28	50	0	4	293	0	18	0	0	9	9	0	0
28	50	0	5	769	0	15	1	0	11	3	1	3
28	50	0	3	325	0	2	0	0	0	2	0	0
28	50	0	6	415	0	7	0	0	1	6	0	0
28	50	0	12	191	0	7	1	0	2	4	0	0
28	50	0	9	1012	0	25	1	0	15	9	1	1
28	50	0	7	407	0	11	0	0	7	4	0	0
28	50	0	11	406	0	16	0	0	7	9	1	0
28	50	0	8	801	0	16	0	0	9	7	0	0
28	50	0	10	276	0	16	0	0	8	8	0	0
28	60	0	0	0	0	0	0	0	0	0	0	0
28	60	0	1	671	0	14	1	0	9	4	2	1
28	60	0	2	960	0	24	3	2	12	7	4	1
28	60	0	4	293	0	19	0	0	10	9	0	0
28	60	0	5	769	0	20	2	2	13	3	2	4
28	60	0	3	325	0	4	0	0	1	3	0	1
28	60	0	6	415	0	9	0	0	6	3	0	0
28	60	0	12	191	0	5	0	0	1	4	0	0
28	60	0	9	1012	0	31	0	1	20	10	0	0
28	60	0	7	407	0	11	0	0	6	5	0	0
28	60	0	11	406	0	17	0	1	8	8	0	0
28	60	0	8	801	0	18	0	0	7	11	0	0
28	60	0	10	276	0	15	0	0	7	8	0	0
28	70	0	0	0	0	0	0	0	0	0	0	0
28	70	0	1	671	0	14	3	1	8	2	0	0
28	70	0	2	960	0	16	3	2	9	2	0	0
28	70	0	4	293	0	34	0	0	14	20	0	0
28	70	0	5	769	0	13	2	2	7	2	0	0
28	70	0	3	325	0	3	0	0	2	1	0	0
28	70	0	6	415	0	15	0	0	8	7	0	0
28	70	0	12	191	0	6	0	0	3	3	0	0
28	70	0	9	1012	0	32	0	0	23	9	0	0
28	70	0	7	407	0	13	0	0	6	7	0	0
28	70	0	11	406	0	19	0	1	8	10	0	0
28	70	0	8	801	0	20	0	0	8	12	0	0
28	70	0	10	276	0	20	0	1	8	11	0	0
29	0	0	0	0	0	0	0	0	0	0	0	0
29	0	0	1	671	0	2	0	0	1	1	2	3
29	10	0	0	0	0	0	0	0	0	0	0	0
29	10	0	1	671	0	0	0	0	0	0	0	0
29	10	0	2	960	0	7	2	4	1	0	0	0
29	10	0	4	293	0	1	0	0	0	1	0	0
29	20	0	0	0	0	0	0	0	0	0	0	0
29	20	0	1	671	0	12	3	1	5	3	1	1
29	20	0	2	960	0	10	1	4	3	2	2	0
29	20	0	4	293	0	7	0	0	4	3	0	0
29	20	0	5	769	0	5	0	0	1	4	2	0
29	20	0	3	325	0	2	0	1	0	1	0	0
29	20	0	6	415	0	2	0	0	1	1	0	1
29	20	0	9	1012	0	1	0	1	0	0	0	0
29	20	0	7	407	0	2	0	0	0	2	0	0
29	20	0	11	406	0	4	0	0	1	3	1	0
29	20	0	8	801	0	4	0	2	1	1	0	1
29	20	0	10	276	0	0	0	0	0	0	0	0
29	30	0	0	0	0	0	0	0	0	0	0	0
29	30	0	1	671	0	11	0	2	7	2	0	2
29	30	0	2	960	0	23	5	6	9	3	0	3
29	30	0	4	293	0	14	0	0	6	8	0	0
29	30	0	5	769	0	20	3	3	10	4	2	4
29	30	0	3	325	0	6	0	0	1	5	0	0
29	30	0	6	415	0	7	0	0	5	2	0	0
29	30	0	12	191	0	1	0	0	0	1	0	0
29	30	0	9	1012	0	16	0	0	9	7	3	1
29	30	0	7	407	0	7	0	0	2	5	0	0
29	30	0	11	406	0	10	2	2	2	4	0	0
29	30	0	8	801	0	11	0	1	3	7	0	2
29	30	0	10	276	0	4	0	0	1	3	0	0
29	40	0	0	0	0	0	0	0	0	0	0	0
29	40	0	1	671	0	20	2	1	11	6	4	4
29	40	0	2	960	0	19	5	5	8	1	4	2
29	40	0	4	293	0	21	0	0	8	13	0	0
29	40	0	5	769	0	18	4	5	6	3	1	4
29	40	0	3	325	0	6	0	0	3	3	1	0
29	40	0	6	415	0	13	0	0	10	3	0	0
29	40	0	12	191	0	6	2	0	3	1	0	0
29	40	0	9	1012	0	29	2	1	9	17	0	0
29	40	0	7	407	0	10	0	0	5	5	0	0
29	40	0	11	406	0	11	1	2	5	3	0	0
29	40	0	8	801	0	21	0	0	7	14	0	0
29	40	0	10	276	0	10	0	0	1	9	0	0
29	50	0	0	0	0	0	0	0	0	0	0	0
29	50	0	1	671	0	17	0	1	8	8	1	0
29	50	0	2	960	0	24	8	4	10	2	2	3
29	50	0	4	293	0	18	0	0	8	10	0	0
29	50	0	5	769	0	17	1	3	8	5	4	0
29	50	0	3	325	0	8	0	0	3	5	0	0
29	50	0	6	415	0	15	0	0	11	4	0	0
29	50	0	12	191	0	6	0	1	4	1	0	0
29	50	0	9	1012	0	32	0	0	13	19	0	0
29	50	0	7	407	0	10	0	0	3	7	0	0
29	50	0	11	406	0	9	1	0	4	4	0	1
29	50	0	8	801	0	22	0	0	9	13	0	0
29	50	0	10	276	0	12	0	0	1	11	0	0
29	60	0	0	0	0	0	0	0	0	0	0	0
29	60	0	1	671	0	15	2	0	8	5	2	1
29	60	0	2	960	0	23	4	2	16	1	4	2
29	60	0	4	293	0	19	0	0	12	7	0	0
29	60	0	5	769	0	11	2	2	2	5	1	4
29	60	0	3	325	0	11	0	0	5	6	0	0
29	60	0	6	415	0	11	0	0	8	3	0	0
29	60	0	12	191	0	5	0	0	4	1	0	0
29	60	0	9	1012	0	37	0	1	16	20	0	0
29	60	0	7	407	0	14	0	0	6	8	0	0
29	60	0	11	406	0	9	0	0	3	6	1	0
29	60	0	8	801	0	22	0	0	10	12	0	0
29	60	0	10	276	0	12	0	0	4	8	0	0
29	70	0	0	0	0	0	0	0	0	0	0	0
29	70	0	1	671	0	23	3	3	8	9	0	0
29	70	0	2	960	0	20	1	5	12	2	0	0
29	70	0	4	293	0	17	0	0	8	9	0	0
29	70	0	5	769	0	11	0	4	3	4	0	0
29	70	0	3	325	0	13	0	1	4	8	0	0
29	70	0	6	415	0	12	0	0	10	2	0	0
29	70	0	12	191	0	10	2	2	6	0	0	0
29	70	0	9	1012	0	30	0	0	15	15	0	0
29	70	0	7	407	0	14	0	1	3	10	0	0
29	70	0	11	406	0	13	0	0	4	9	0	0
29	70	0	8	801	0	26	0	0	14	12	0	0
29	70	0	10	276	0	13	0	0	8	5	0	0
30	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	1	671	0	2	0	0	1	1	3	0
31	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	1	671	0	2	0	0	1	1	0	1
32	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	1	671	0	2	0	0	1	1	1	1
33	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	1	671	0	2	0	0	1	1	3	2
34	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	1	671	0	2	0	0	1	1	0	2
34	10	0	0	0	0	0	0	0	0	0	0	0
34	10	0	1	671	0	0	0	0	0	0	0	0
34	10	0	2	960	0	4	2	1	1	0	0	0
34	10	0	6	415	0	1	0	0	0	1	0	0
34	10	0	9	1012	0	1	0	0	0	1	0	0
34	10	0	7	407	0	1	0	0	1	0	0	0
34	20	0	0	0	0	0	0	0	0	0	0	0
34	20	0	1	671	0	0	0	0	0	0	0	0
34	20	0	2	960	0	1	0	0	0	1	0	0
34	20	0	3	325	0	1	0	0	0	1	0	0
34	20	0	6	415	0	7	0	1	2	4	0	0
34	20	0	12	191	0	1	0	0	0	1	0	0
34	20	0	9	1012	0	6	2	0	3	1	4	1
34	20	0	7	407	0	0	0	0	0	0	0	0
34	20	0	11	406	0	2	0	0	1	1	0	3
34	20	0	8	801	0	5	0	0	1	4	0	1
34	20	0	10	276	0	0	0	0	0	0	0	0
34	30	0	0	0	0	0	0	0	0	0	0	0
34	30	0	1	671	0	0	0	0	0	0	0	0
34	30	0	2	960	0	1	0	0	0	1	0	0
34	30	0	4	293	0	1	0	1	0	0	0	0
34	30	0	5	769	0	13	6	3	3	1	1	0
34	30	0	3	325	0	1	0	0	0	1	0	0
34	30	0	6	415	0	5	0	0	1	4	0	0
34	30	0	12	191	0	1	0	0	1	0	0	0
34	30	0	9	1012	0	13	1	3	7	2	3	0
34	30	0	7	407	0	0	0	0	0	0	0	0
34	30	0	11	406	0	5	0	1	2	2	0	0
34	30	0	8	801	0	10	0	0	2	8	0	0
34	30	0	10	276	0	0	0	0	0	0	0	0
34	40	0	0	0	0	0	0	0	0	0	0	0
34	40	0	1	671	0	15	1	1	6	7	1	2
34	40	0	2	960	0	2	0	0	2	0	0	0
34	40	0	4	293	0	7	0	0	1	6	0	0
34	40	0	5	769	0	20	0	0	15	5	4	3
34	40	0	3	325	0	5	0	1	2	2	1	0
34	40	0	6	415	0	6	0	0	3	3	0	0
34	40	0	12	191	0	2	0	0	2	0	0	0
34	40	0	9	1012	0	15	2	1	7	5	2	4
34	40	0	7	407	0	2	0	0	0	2	0	0
34	40	0	11	406	0	10	1	0	5	4	0	1
34	40	0	8	801	0	20	0	1	7	12	0	0
34	40	0	10	276	0	9	0	0	4	5	0	0
34	50	0	0	0	0	0	0	0	0	0	0	0
34	50	0	1	671	0	12	1	1	4	6	1	0
34	50	0	2	960	0	12	2	1	5	4	5	5
34	50	0	4	293	0	17	0	1	8	8	0	0
34	50	0	5	769	0	19	2	6	9	2	2	0
34	50	0	3	325	0	4	0	0	3	1	1	0
34	50	0	6	415	0	9	0	0	2	7	0	0
34	50	0	12	191	0	0	0	0	0	0	0	0
34	50	0	9	1012	0	20	0	0	13	7	2	0
34	50	0	7	407	0	7	0	0	2	5	0	0
34	50	0	11	406	0	11	1	0	5	5	0	0
34	50	0	8	801	0	21	0	2	6	13	0	0
34	50	0	10	276	0	11	0	0	2	9	0	0
34	60	0	0	0	0	0	0	0	0	0	0	0
34	60	0	1	671	0	16	0	1	8	7	1	1
34	60	0	2	960	0	15	1	4	8	2	5	5
34	60	0	4	293	0	24	0	0	10	14	0	0
34	60	0	5	769	0	17	3	1	9	4	4	1
34	60	0	3	325	0	5	1	0	1	3	1	0
34	60	0	6	415	0	9	0	0	3	6	0	0
34	60	0	12	191	0	0	0	0	0	0	0	0
34	60	0	9	1012	0	21	0	0	12	9	0	0
34	60	0	7	407	0	14	0	0	5	9	0	0
34	60	0	11	406	0	12	0	1	3	8	0	0
34	60	0	8	801	0	19	0	0	8	11	0	0
34	60	0	10	276	0	13	0	1	4	8	0	0
34	70	0	0	0	0	0	0	0	0	0	0	0
34	70	0	1	671	0	22	2	2	13	5	0	0
34	70	0	2	960	0	19	6	3	6	4	0	0
34	70	0	4	293	0	13	0	0	4	9	0	0
34	70	0	5	769	0	28	8	8	7	5	0	0
34	70	0	3	325	0	5	0	0	2	3	0	0
34	70	0	6	415	0	9	0	0	5	4	0	0
34	70	0	12	191	0	1	0	0	1	0	0	0
34	70	0	9	1012	0	24	1	0	10	13	0	0
34	70	0	7	407	0	14	0	0	5	9	0	0
34	70	0	11	406	0	17	1	1	8	7	0	0
34	70	0	8	801	0	20	0	0	11	9	0	0
34	70	0	10	276	0	18	0	0	9	9	0	0
35	0	0	0	0	0	0	0	0	0	0	0	0
35	0	0	1	671	0	2	0	0	1	1	2	2
35	10	0	0	0	0	0	0	0	0	0	0	0
35	10	0	1	671	0	0	0	0	0	0	0	0
35	10	0	2	960	0	5	2	2	1	0	0	0
35	20	0	0	0	0	0	0	0	0	0	0	0
35	20	0	1	671	0	0	0	0	0	0	0	0
35	20	0	2	960	0	0	0	0	0	0	0	0
35	20	0	4	293	0	4	0	0	3	1	1	1
35	20	0	5	769	0	1	0	0	0	1	0	0
35	20	0	9	1012	0	7	1	2	3	1	4	2
35	20	0	8	801	0	0	0	0	0	0	0	0
35	20	0	10	276	0	1	0	0	0	1	0	0
35	30	0	0	0	0	0	0	0	0	0	0	0
35	30	0	1	671	0	0	0	0	0	0	0	0
35	30	0	2	960	0	8	4	1	1	2	0	0
35	30	0	4	293	0	8	0	0	3	5	0	0
35	30	0	5	769	0	19	6	3	7	3	1	3
35	30	0	6	415	0	2	0	0	1	1	0	0
35	30	0	9	1012	0	13	2	1	6	4	0	2
35	30	0	7	407	0	1	0	1	0	0	0	0
35	30	0	11	406	0	9	1	2	3	3	0	0
35	30	0	8	801	0	8	1	1	3	3	2	1
35	30	0	10	276	0	5	0	0	1	4	0	0
35	40	0	0	0	0	0	0	0	0	0	0	0
35	40	0	1	671	0	9	0	2	4	3	2	1
35	40	0	2	960	0	19	5	5	8	1	3	3
35	40	0	4	293	0	17	0	0	12	5	0	0
35	40	0	5	769	0	14	2	2	6	4	4	3
35	40	0	3	325	0	5	0	1	3	1	0	0
35	40	0	6	415	0	8	0	1	3	4	0	0
35	40	0	9	1012	0	25	1	1	16	7	0	0
35	40	0	7	407	0	9	0	0	4	5	0	0
35	40	0	11	406	0	10	1	1	3	5	0	0
35	40	0	8	801	0	15	0	0	6	9	0	0
35	40	0	10	276	0	10	0	1	6	3	0	0
35	50	0	0	0	0	0	0	0	0	0	0	0
35	50	0	1	671	0	10	5	0	2	3	3	0
35	50	0	2	960	0	22	4	6	7	5	2	0
35	50	0	4	293	0	23	0	0	14	9	0	0
35	50	0	5	769	0	17	2	2	6	7	0	1
35	50	0	3	325	0	5	0	0	3	2	1	0
35	50	0	6	415	0	14	0	0	5	9	0	0
35	50	0	12	191	0	1	0	0	0	1	0	0
35	50	0	9	1012	0	23	0	3	16	4	0	1
